"id_nearest_pow","dist_nearest_pow"
622,0.110834806205986
1254,9.03610627915697
911,0.273259283670029
1663,0.481998750574917
361,0.222829370946982
361,0.224200106947023
361,0.224306538633016
1510,0.166408219910011
1510,0.164081707035962
361,0.221555898897037
70,0.699209952691035
931,1.78188200615898
1144,0.173077030398929
1139,0.0761598614850527
1456,0.638036963187034
1666,5.36089871362597
1346,0.0510347204979951
331,2.47590108549107
931,1.78188200615901
361,0.223538973412985
361,0.22011181344098
1924,9.93374807698402
1459,9.80257849683503
1459,9.80257849683503
931,1.78188200615907
444,1.36600073242698
866,0.128025719524913
866,0.128025719524942
836,0.125994655362007
1426,0.209592883008014
1355,0.644072146930938
1317,0.075088168246964
866,0.128025719523976
866,0.128025719523919
123,2.84501567506695
945,0.681918259316063
841,0.0656937144821086
223,0.136311355883038
1541,2.28620367914101
1139,0.0793896678750343
90,1.95416120084201
90,1.95416120084201
945,0.681918259315978
1218,54.1913757794669
1663,0.477782271466936
1666,5.36089871362597
1510,0.164140499983972
132,0.208549742954006
1317,0.0750881682469071
1387,0.0411835612750053
104,0.0844269645730265
866,0.128025719523919
945,0.681918259316092
1510,0.164880664179975
1924,3.6367525029211
90,1.95416120084107
866,0.128025719523947
1144,0.173077030399014
841,0.0656937144820233
1510,0.165732986806034
201,0.233285529916969
945,0.681918259315978
945,0.681918259316006
132,0.211067350001002
1317,0.0750881682469924
945,0.681918259316063
1517,4.029140073604
119,0.0398152488290009
201,0.230111943454972
1144,0.173077030398019
124,0.0504912611229997
1940,9.942650778266
1680,0.583247245294984
1663,0.479680720073929
729,0.13769503541991
1182,0.464147891636941
1663,0.477960377251947
1969,1.38676344400199
1924,3.63675250292101
1663,0.47830490344893
1680,0.583045543853018
1364,0.141342650701034
941,53.015982016532
201,0.231594296818997
931,3.86857612095397
201,0.230092483331021
1663,0.476258986040961
1510,0.164099731348017
1144,0.173077030399014
931,1.78188200615904
726,0.146019305087009
1272,0.270023061530026
931,1.78188200615898
1663,0.478816381610926
1968,2.53261006346906
1680,0.580438531260086
622,0.110834806206981
1663,0.477984360382919
931,1.78188200615907
257,0.375173499927001
1663,0.479073267010904
1144,0.173077030399014
945,0.681918259315978
1132,0.97856933013594
931,1.78188200615898
931,1.78188200615901
1663,0.474110283668892
1663,0.477922919759948
1663,0.477605353523984
1663,0.481474867407968
886,0.122903221474985
892,0.147316167607016
1144,0.173077030398986
873,2.24626104870109
201,0.231792377007025
931,3.86857612095403
622,0.110834806206981
613,0.0635139429818992
873,2.24928355559305
1182,0.464147891637936
945,0.681918259316006
201,0.233013120740992
1182,0.464147891637992
873,2.24906329002505
873,2.24707699152404
588,0.252101742329899
523,0.539954401035999
361,0.223821911403007
931,3.86857612095403
1144,0.173077030398929
1946,1.92264988794309
1526,2.08670963510997
201,0.23045036672093
1144,0.173077030398019
432,0.588850505283972
1518,1.88537748097298
1518,1.88579028463101
866,0.128025719523947
1264,8.05684525329499
1456,0.638961342413069
1521,0.847996911455994
593,0.177176712275951
1239,0.604717168547012
921,1.72680409150391
201,0.230800437862968
201,0.235442922888012
931,3.86857612095399
886,0.122899452176966
201,0.232841338278945
201,0.230629016923984
1462,4.81130609718804
1941,0.97914216506598
148,0.358380643519922
201,0.231687245956977
1182,0.464147891638021
866,0.128025719523919
866,0.128025719523976
622,0.110834806206952
931,3.86857612095497
921,1.72680409150294
1518,1.88669431749494
622,0.110834806206924
361,0.221606208176979
931,3.86857612095403
1139,0.0788402322720856
841,0.0656937144820802
921,1.72680409150396
1946,1.92264988794301
201,0.232969182828043
1526,1.92092039914692
257,0.375173499928025
798,3.05272838092102
1538,0.128042188056014
294,0.182480180031973
674,0.0414302969989535
1518,1.88563140001298
