"id_nearest_gov","dist_nearest_gov"
271,0.431160446908052
241,18.649810100498
249,2.94774528249511
247,0.637547332829058
82,0.226238582488975
82,0.227609318489016
82,0.227715750175008
250,2.79576195755095
250,2.798088470425
82,0.22496511043903
10,0.707227784360924
250,8.26640337755205
124,5.94974746056897
204,0.422360017807932
306,0.228558371907951
260,0.758345488342997
245,0.686841365278923
314,2.07847226700207
250,8.26792778753003
82,0.226948184954978
82,0.223521024982972
24,13.1455171108661
352,22.813267805087
352,22.811815663631
250,8.26772955746799
139,2.45189438887095
245,0.940225295404019
245,0.940225295403991
241,0.416137384074034
76,2.40635171431603
281,1.93542342038509
30,0.39995488226694
245,0.940225295404957
245,0.940225295405014
28,7.79576936554989
250,3.17147748603603
244,7.12994201247196
87,1.55068873135005
349,6.20171298492698
204,0.419130211417951
28,3.45918245187292
28,3.45918245187292
250,3.17390546687193
259,40.674083490184
247,0.641763811937039
260,0.759275013749033
250,2.79802967747699
28,0.679320752790005
30,0.400247979598902
320,1.36223118770002
79,3.66638990712298
245,0.940225295405014
250,3.17503587578801
250,2.79728951328099
239,14.675147165615
28,3.45918245187198
245,0.940225295404986
124,5.94974746056906
244,7.12994201247204
250,2.79643719065493
40,0.911452233612039
250,3.1699704399939
250,3.17205947594195
28,0.681838359837002
30,0.400211675651008
250,3.17217703462998
248,5.90550374298496
23,0.0784286705130626
40,0.914625820074036
124,5.94974746056806
242,0.450530178072967
302,8.20230212528
249,4.4693429404139
247,0.639865363330046
217,0.0951899372800824
248,3.00741152953708
247,0.641585706152028
257,10.978438886523
239,14.675147165615
247,0.641241179955045
249,4.46914123897193
249,2.49054604204105
259,46.256640296806
40,0.913143466710011
250,7.75974903529107
40,0.914645280197988
247,0.643287097363014
250,2.79807044611294
124,5.94974746056906
250,8.263079256032
183,0.138527012958008
36,4.6183640413999
250,8.26558755359204
247,0.640729701793049
311,8.50010139654501
249,4.466534226379
271,0.431160446909047
247,0.641561723021056
250,8.26485862627999
105,0.339713872308039
247,0.640472816393071
124,5.94974746056906
250,3.17034865021992
349,8.34722868444294
250,8.26937130291006
250,8.26903950847401
247,0.645435799735083
247,0.641623163644027
247,0.641940729879991
247,0.638071215996007
289,1.48713232372495
248,1.41683303748098
124,5.94974746056903
361,8.32614368242801
40,0.912945386521983
250,7.76371888828902
271,0.431160446909047
123,1.42373914792097
361,8.32614368242801
248,3.00521496399207
250,3.16964728221794
40,0.911724642788016
248,3.00582821665606
361,8.32614368242798
361,8.32614368242898
117,0.294601106158979
152,0.748168384291944
82,0.227231122945
250,7.76153012495701
124,5.94974746056897
250,2.28197886191899
250,4.64821080733597
40,0.914287396808078
124,5.94974746056806
136,0.525175403862931
275,4.57566102696995
275,4.57524822331192
245,0.940225295404986
296,12.451417092208
306,0.229482751133986
361,6.66686807072003
155,4.20256008852601
362,0.393107598960995
249,3.84399030922799
40,0.913937325666041
40,0.909294840640996
250,7.75854501119706
289,1.48712855442693
40,0.911896425250063
40,0.914108746605024
249,9.03257967235501
263,8.20968380494597
37,1.16968813991099
40,0.913050517572032
248,3.00757312683601
245,0.940225295405014
245,0.940225295404957
271,0.431160446909018
250,7.75855178396407
249,3.84264156883501
275,4.57434419044799
271,0.43116044690899
82,0.225015419718972
250,7.758795138739
204,0.419679647020899
244,7.12994201247199
249,3.84236528797203
250,2.28090181653704
40,0.911768580700965
250,4.48242157137292
105,0.340920019439068
237,3.81290205774906
125,1.96420427436107
86,0.302487444065036
177,0.211293821779975
275,4.57540710792995
271,0.431160446908024
82,0.227312077557031
82,0.226548232629966
204,0.417662831262902
250,7.76143359356105
361,8.32614368242795
87,1.55493020921298
249,9.03257967235501
124,5.949747460569
9,0.480945130031955
271,0.431160446908081
9,0.48280699827103
9,0.481229092438952
306,0.22873229487692
9,0.48044037570196
320,0.489183967021972
40,0.912484809797007
320,1.36223118770104
271,0.431160446909075
177,0.210366851781913
271,0.431160446909075
204,0.414977589553928
1,0.140269490101048
306,0.230505951456962
249,3.84485107961601
247,0.644791439604006
250,2.28288421434505
82,0.226682724424961
61,1.06514210793495
27,3.82800888362198
170,0.078760320573025
245,0.940225295405952
1,0.142375791718024
82,0.225842782535068
2,1.05193321701407
250,2.79926520229091
250,3.170801883152
40,0.913168782567027
250,4.48242157137199
271,0.431160446909047
103,4.15405363634198
250,7.75875179749107
250,14.8534699201081
361,8.32614368242804
204,0.417150206840972
204,0.421947572446982
249,9.0325796723551
248,3.00528476989209
204,0.419324295130906
249,3.84273824822009
40,0.915140467287046
76,2.406351714316
151,1.73280345398607
275,4.57259561488002
249,2.97457021994506
67,1.96660620961001
271,0.431160446908052
275,4.57479354854001
250,8.26451366855198
320,1.36223118770098
245,0.940225295405014
115,2.09165973297496
250,2.79847831745892
361,6.66686807071906
250,7.76022708271707
250,8.26595707511802
1,0.142404555758048
204,0.41801961894592
33,6.79386292700198
245,0.940225295405014
250,4.48242157137202
115,2.09006752112495
247,0.646446683430014
271,0.431160446908052
271,0.431160446909018
82,0.225549909348018
28,0.677184394637095
249,4.47272542588792
275,4.57183397442998
204,0.419162856542982
124,5.94974746056906
248,6.68187893602601
82,0.226417161387047
245,0.940225295405014
249,9.03257967235501
40,0.915044097323033
82,0.224339922035028
248,9.027824339012
204,0.416248575916939
286,0.589501477710002
320,1.36223118770005
82,0.227727009029053
334,0.400458058684023
275,4.57702469932599
288,3.97797586507596
82,0.224146761072006
204,0.41580273511795
204,0.420429398615909
40,0.914858608155043
250,7.75874349551098
250,7.76230166492304
271,0.431160446909104
1,0.139320528776068
204,0.415338568294942
309,11.9210996099249
16,0.531396043346888
30,0.401862607674985
245,0.680144850502927
245,0.940225295404929
271,0.431160446907995
40,0.911981786508051
248,9.02969564884606
248,4.17998140066103
40,0.914075828749986
177,0.214874585438963
82,0.224662629184991
250,8.26518958072805
248,5.90550374298496
124,5.94974746056906
271,0.431160446909075
320,1.36223118770002
1,0.136907016216071
271,0.431160446908052
1,1.49169350599101
177,0.213218378995947
204,0.416789795627921
320,1.36223118770005
1,0.139078130686073
1,1.30713109386494
124,5.94974746056903
82,0.225971947379008
204,0.417314265620973
204,0.417823898606969
118,0.24688049478803
204,0.419198473668899
320,1.36223118770002
320,1.36223118770098
248,6.68508659135804
204,0.415372062114926
257,10.9748545217751
322,2.11010512749695
177,0.209728416199937
204,0.420026454076947
40,0.913473571130055
78,0.655290458671971
204,0.414155174468902
124,5.94974746056803
89,0.0664849648340464
245,0.678502730888937
40,0.912071538748961
202,1.60662867350604
89,0.066484964834018
34,4.92932527818797
249,3.84213931078506
361,8.32614368242895
296,12.44472967684
202,1.6015382165331
248,9.021902416324
204,0.415115560117982
247,0.642140303742053
82,0.228601503029978
138,4.85017615865004
297,6.12113077833297
233,0.119295774959994
40,0.911568022256063
250,3.17470065133597
82,0.22335161352899
271,0.431160446909075
40,0.910190344214044
180,0.128713006404041
361,6.66686807071997
40,0.911625958535041
82,0.22843344897305
82,0.226029409794961
275,4.575556360886
361,6.66686807072
250,13.938392911837
204,0.418096668676895
82,0.227037300696963
257,10.9698294969351
82,0.228337433368949
204,0.418437634321918
271,0.43116044690899
124,5.94974746056801
82,0.226162483324032
250,4.48242157137202
250,3.17366238906803
271,0.431160446908081
271,0.431160446909075
237,3.81482444018599
302,8.20230212528105
93,6.66748677958603
348,1.015022257086
321,0.447194401606026
249,2.97905522430204
361,6.66686807071906
275,4.57380561807997
248,3.008022817842
271,0.431160446907995
245,0.940225295404957
257,10.977275034401
249,9.03257967235601
116,2.87086325348804
248,3.010037194174
271,0.431160446909047
249,9.03257967235604
247,0.641231726854073
271,0.431160446909104
271,0.431160446909104
76,2.40635171431603
250,7.76664118079901
113,1.33637618189309
76,2.406351714317
245,0.681598910921906
361,6.66686807072
320,1.36223118770101
76,2.40635171431606
249,9.03257967235507
177,0.217711835203886
180,0.132077598012046
271,0.431160446909075
132,1.56308182017605
16,0.531396043347911
250,8.26639737739799
245,0.68686035130699
245,0.680856433263955
16,0.531396043347996
281,1.93542342038404
36,4.61836404140001
271,0.431160446909018
250,5.94105990527498
250,5.94105990527399
275,4.57515112738992
247,0.645602616578088
248,4.17939877723302
248,4.18116827290706
250,3.53883419931105
294,7.17911278836098
247,0.642421859472051
199,0.337048998537
34,0.504147034166039
250,5.94105990527501
320,1.36223118770002
124,5.94974746056906
362,0.393107598961024
318,0.800046914092945
249,4.4705841031479
275,4.57479775026394
248,3.00616058721607
177,0.214966557397986
271,0.431160446908052
250,3.17345654364198
249,2.97649236182909
271,0.431160446909075
275,4.574381550564
233,0.122555344125971
318,0.800899986220031
318,0.803583132108969
359,1.35199487980807
