"","nearest_chp","dist_nearest_chp"
"189",166,0.100792700000003
"190",101,0.235098900000004
"191",99,0.0665973000000015
"192",166,0.137875700000002
"193",166,0.302875700000005
"194",102,0.0204044000000039
"195",166,0.269854700000003
"196",100,0.176357100000001
"197",6,0.0932426999999976
"198",91,0.0518346999999935
"199",99,0.0610587000000002
"200",167,0.0912279000000069
"201",6,0.0330399000000057
"202",166,0.0183866999999971
"203",91,0.0518346999999935
"204",167,0.0570859000000041
"205",167,0.0570859000000041
"206",6,0.155292699999997
"207",166,0.358826700000002
"208",34,0.025306300000004
"209",167,0.0908469000000025
"210",166,0.125653700000001
"211",20,0.0505424000000012
"212",91,0.0518346999999935
"213",107,0.0148887000000002
"214",107,0.0148887000000002
"215",107,0.0148887000000002
"216",168,0.111324599999996
"217",107,0.0148887000000002
"218",40,0.0354284000000042
"219",102,0.0204044000000039
"220",134,0.019023599999997
"221",91,0.0518346999999935
"222",91,0.0518346999999935
"223",6,0.0330399000000057
"224",6,0.155292699999997
"225",48,0.0160143000000019
"226",168,0.111324599999996
"227",166,0.137875700000002
"228",165,0.0658612000000076
"229",166,0.302875700000005
"230",167,0.0570859000000041
"231",101,0.229377900000003
"232",167,0.0604199000000065
"233",6,0.041758300000005
"234",101,0.265002899999999
"235",48,0.0160143000000019
"236",167,0.0570859000000041
"237",107,0.0333466999999956
"238",102,0.0204044000000039
"239",166,0.256615700000005
"240",166,0.251764700000006
"241",166,0.269854700000003
"242",167,0.0343031000000025
"243",91,0.0518346999999935
"244",99,0.0665973000000015
"245",166,0.358826700000002
"246",166,0.320564700000002
"247",34,0.025306300000004
"248",6,0.155292699999997
"249",6,0.155292699999997
"250",124,0.485655299999998
"251",166,0.125653700000001
"252",33,0.0466073999999992
"253",6,0.155292699999997
"254",166,0.137875700000002
"255",102,0.0204044000000039
"256",167,0.0665359000000052
"257",99,0.0442186999999983
"258",166,0.0183866999999971
"259",166,0.1316457
"260",107,0.114247700000004
"261",91,0.0518346999999935
"262",166,0.0183866999999971
"263",166,0.362038700000006
"264",134,0.019023599999997
"265",101,0.265002899999999
"266",77,0.0176999000000002
"267",35,0.0295153000000035
"268",166,0.256615700000005
"269",32,0.0207118999999949
"270",166,0.358826700000002
"271",166,0.362038700000006
"272",99,0.0665973000000015
"273",48,0.0160143000000019
"274",100,0.167340099999997
"275",6,0.155292699999997
"276",101,0.265002899999999
"277",166,0.269854700000003
"278",77,0.0176999000000002
"279",165,0.0658612000000076
"280",91,0.0518346999999935
"281",167,0.0570859000000041
"282",91,0.0518346999999935
"283",104,0.340932500000001
"284",166,0.0567947000000011
"285",166,0.0183866999999971
"286",6,0.155292699999997
"287",20,0.0505424000000012
"288",35,0.0642373000000021
"289",167,0.0570859000000041
"290",99,0.0665973000000015
"291",101,0.265002899999999
"292",102,0.0204044000000039
"293",166,0.125653700000001
"294",167,0.0570859000000041
"295",35,0.0606263000000062
"296",6,0.155292699999997
"297",6,0.391228900000002
"298",134,0.019023599999997
"299",32,0.270222899999997
"300",167,0.0570859000000041
"301",101,0.125906700000002
"302",167,0.0570859000000041
"303",165,0.0475272000000011
"304",166,0.0183866999999971
"305",6,0.155292699999997
"306",6,0.155292699999997
"307",99,0.0665973000000015
"308",102,0.0204044000000039
"309",166,0.358826700000002
"310",166,0.1316457
"311",166,0.358826700000002
"312",91,0.0518346999999935
"313",48,0.0160143000000019
"314",6,0.155292699999997
"315",130,0.138091399999993
"316",124,0.493620299999996
"317",101,0.0942647000000036
"318",101,0.267537900000008
"319",104,0.212928499999997
"320",101,0.265002899999999
"321",91,0.0518346999999935
"322",102,0.0204044000000039
"323",35,0.0606263000000062
"324",33,0.0359993999999979
"325",102,0.0204044000000039
"326",6,0.0330399000000057
"327",167,0.0570859000000041
"328",166,0.362038700000006
"329",20,0.0505424000000012
"330",165,0.0702082000000033
"331",134,0.019023599999997
"332",91,0.0518346999999935
"333",134,0.0091007999999988
"334",48,0.0160143000000019
"335",91,0.0518346999999935
"336",134,0.019023599999997
"337",6,0.155292699999997
"338",6,0.0330399000000057
"339",134,0.0102837999999963
"340",48,0.0160143000000019
"341",167,0.0570859000000041
"342",20,0.0505424000000012
"343",6,0.155292699999997
"344",15,0.0505618999999982
"345",6,0.155292699999997
"346",134,0.019023599999997
"347",134,0.019023599999997
"348",6,0.155292699999997
"349",35,0.0642373000000021
"350",6,0.155292699999997
"351",6,0.347339900000009
"352",6,0.301638699999998
"353",104,0.105771500000003
"354",102,0.0204044000000039
"355",6,0.155292699999997
"356",6,0.0330399000000057
"357",6,0.155292699999997
"358",20,0.0505424000000012
"359",104,0.0475518999999949
"360",101,0.267537900000008
"361",102,0.0204044000000039
"362",110,0.257860700000002
"363",104,0.0475518999999949
"364",167,0.147784900000005
"365",166,0.137875700000002
"366",34,0.025306300000004
"367",101,0.426291900000002
"368",110,0.257860700000002
"369",6,0.155292699999997
"370",35,0.0606263000000062
"371",167,0.0570859000000041
"372",165,0.0658612000000076
"373",132,0.102902700000001
"374",6,0.399630700000003
"375",110,0.146180700000002
"376",102,0.0204044000000039
"377",167,0.0570859000000041
"378",166,0.251764700000006
"379",91,0.0518346999999935
"380",102,0.0204044000000039
"381",103,0.0392379000000034
"382",166,0.358826700000002
"383",32,0.0207118999999949
"384",102,0.0204044000000039
"385",167,0.0570859000000041
"386",167,0.0570859000000041
"387",166,0.0183866999999971
"388",32,0.0207118999999949
"389",166,0.407876700000003
"390",6,0.155292699999997
"391",167,0.0570859000000041
"392",167,0.0570859000000041
"393",6,0.347339900000009
"394",6,0.155292699999997
"395",91,0.0518346999999935
"396",167,0.0570859000000041
"397",20,0.0505424000000012
"398",166,0.251764700000006
"399",166,0.269854700000003
"400",91,0.0518346999999935
"401",91,0.0518346999999935
"402",6,0.0932426999999976
"403",75,0.358527499999994
"404",101,0.130364700000001
"405",2,0.203115199999999
"406",102,0.063352400000003
"407",166,0.1316457
"408",32,0.0207118999999949
"409",166,0.0183866999999971
"410",110,0.181790700000001
"411",33,0.0466073999999992
"412",101,0.265002899999999
"413",91,0.0518346999999935
"414",6,0.347339900000009
"415",166,0.125653700000001
"416",118,0.0415524000000005
"417",33,0.0466073999999992
"418",91,0.0518346999999935
"419",166,0.125653700000001
"420",165,0.0658612000000076
"421",167,0.0665359000000052
"422",91,0.0518346999999935
"423",91,0.0518346999999935
"424",166,0.358826700000002
"425",5,0.0267129999999973
"426",101,0.267537900000008
"427",167,0.0665359000000052
"428",32,0.0207118999999949
"429",167,0.0665359000000052
"430",134,0.019023599999997
"431",101,0.0942647000000036
"432",91,0.0518346999999935
"433",103,0.0392379000000034
"434",6,0.0330399000000057
"435",99,0.0869966999999967
"436",166,0.125653700000001
"437",101,0.0942647000000036
"438",166,0.362038700000006
"439",101,0.267537900000008
"440",101,0.267537900000008
"441",91,0.0518346999999935
"442",100,0.100698099999995
"443",132,0.249882700000001
"444",165,0.0658612000000076
"445",166,0.227967700000004
"446",166,0.227967700000004
"447",33,0.0359993999999979
"448",33,0.0359993999999979
"449",166,0.0183866999999971
"450",166,0.317320700000003
"451",101,0.144538699999998
"452",35,0.0295153000000035
"453",166,0.231415699999999
"454",165,0.0658612000000076
"455",6,0.194025699999997
"456",134,0.019023599999997
"457",166,0.227967700000004
"458",20,0.0505424000000012
"459",41,0.1717671
"460",91,0.0593156999999991
"461",6,0.0330399000000057
"462",91,0.0518346999999935
"463",33,0.0466073999999992
"464",166,0.0183866999999971
"465",166,0.0567947000000011
"466",166,0.251764700000006
"467",166,0.1316457
"468",91,0.0518346999999935
"469",91,0.0593156999999991
"470",91,0.0738267000000015
"471",91,0.0593156999999991
"472",166,0.0183866999999971
"473",110,0.146180700000002
"474",102,0.0204044000000039
"475",166,0.358826700000002
"476",166,0.320564700000002
"477",166,0.0183866999999971
"478",6,0.103980300000003
"479",134,0.019023599999997
"480",101,0.0734317000000004
"481",110,0.321790700000001
"482",104,0.273569499999994
"483",35,0.0642373000000021
"484",15,0.0402141000000071
"485",20,0.0505424000000012
"486",166,0.125653700000001
"487",167,0.1387809
"488",91,0.0518346999999935
"489",75,0.255193499999997
"490",91,0.0518346999999935
"491",91,0.0518346999999935
"492",91,0.0518346999999935
"493",6,0.278806699999997
"494",91,0.0518346999999935
"495",167,0.0498581000000016
"496",91,0.0518346999999935
"497",91,0.0518346999999935
"498",100,0.250063100000002
"499",91,0.0518346999999935
"500",20,0.0505424000000012
"501",101,0.265002899999999
"502",134,0.019023599999997
"503",134,0.019023599999997
"504",134,0.019023599999997
"505",101,0.265002899999999
"506",102,0.0204044000000039
"507",101,0.0734317000000004
"508",101,0.267537900000008
"509",166,0.353708700000002
"510",167,0.0570859000000041
"511",167,0.0570859000000041
"512",167,0.0570859000000041
"513",134,0.019023599999997
"514",101,0.267537900000008
"515",6,0.399630700000003
"516",102,0.0204044000000039
"517",34,0.025306300000004
"518",167,0.0570859000000041
"519",134,0.019023599999997
"520",166,0.137875700000002
"521",101,0.123042699999999
"522",166,0.0183866999999971
"523",34,0.025306300000004
"524",110,0.234757700000003
"525",167,0.138546900000001
"526",166,0.0567947000000011
"527",102,0.0204044000000039
"528",100,0.0625344999999982
"529",134,0.019023599999997
"530",134,0.019023599999997
"531",167,0.227380099999998
"532",102,0.0204044000000039
"533",166,0.137875700000002
"534",102,0.0885153999999986
"535",6,0.0330399000000057
"536",102,0.0204044000000039
"537",102,0.0204044000000039
"538",102,0.0204044000000039
"539",102,0.0204044000000039
"540",134,0.019023599999997
"541",134,0.019023599999997
"542",167,0.0570859000000041
"543",167,0.0570859000000041
"544",134,0.019023599999997
"545",166,0.256615700000005
"546",165,0.0475272000000011
"547",166,0.125653700000001
"548",102,0.0204044000000039
"549",91,0.0518346999999935
"550",104,0.340932500000001
"551",167,0.0665359000000052
"552",6,0.194025699999997
"553",101,0.265002899999999
"554",167,0.0570859000000041
"555",91,0.0518346999999935
"556",104,0.151262500000001
"557",102,0.0925994000000046
"558",166,0.320564700000002
"559",35,0.0642373000000021
"560",165,0.0475272000000011
"561",35,0.0642373000000021
"562",107,0.0148887000000002
"563",102,0.0204044000000039
"564",26,0.0380721999999949
"565",167,0.0560468999999983
"566",104,0.326909499999999
"567",6,0.155292699999997
"568",166,0.358826700000002
"569",102,0.0204044000000039
"570",165,0.0475272000000011
"571",167,0.0570859000000041
"572",165,0.0658612000000076
"573",104,0.326909499999999
"574",166,0.1316457
"575",101,0.265002899999999
"576",109,0.0364721999999986
"577",165,0.0658612000000076
"578",166,0.269854700000003
"579",104,0.0475518999999949
"580",166,0.125653700000001
"581",167,0.0560468999999983
"582",167,0.123546900000008
"583",35,0.0642373000000021
"584",20,0.0505424000000012
"585",104,0.151262500000001
"586",166,0.251764700000006
"587",33,0.0359993999999979
"588",6,0.155292699999997
"589",32,0.081719899999996
"590",35,0.0642373000000021
"591",104,0.326909499999999
"592",101,0.0734317000000004
"593",91,0.0518346999999935
"594",166,0.277875700000003
"595",6,0.194025699999997
"596",101,0.265002899999999
"597",167,0.0316439000000059
"598",101,0.0734317000000004
"599",101,0.267537900000008
"600",166,0.125653700000001
"601",35,0.0295153000000035
"602",166,0.125653700000001
"603",101,0.265002899999999
"604",101,0.265002899999999
"605",77,0.0176999000000002
"606",33,0.0359993999999979
"607",101,0.0942647000000036
"608",110,0.321790700000001
"609",91,0.0518346999999935
"610",165,0.0658612000000076
"611",165,0.0658612000000076
"612",101,0.265002899999999
"613",165,0.0658612000000076
"614",35,0.0606263000000062
"615",102,0.0204044000000039
"616",166,0.358826700000002
"617",165,0.0658612000000076
"618",101,0.265002899999999
"619",101,0.267537900000008
"620",166,0.251764700000006
"621",166,0.251764700000006
"622",166,0.390770700000004
"623",48,0.0160143000000019
"624",104,0.232760499999998
"625",35,0.0642373000000021
"626",6,0.317617900000002
"627",103,0.0274205000000052
"628",167,0.0570859000000041
"629",167,0.0570859000000041
"630",101,0.0734317000000004
"631",110,0.260057699999997
"632",167,0.0570859000000041
"633",99,0.0610587000000002
"634",167,0.0570859000000041
"635",102,0.0204044000000039
"636",6,0.194025699999997
"637",101,0.265002899999999
"638",166,0.100792700000003
"639",104,0.184243499999994
"640",102,0.0204044000000039
"641",102,0.0204044000000039
"642",101,0.265002899999999
"643",110,0.222563700000002
"644",6,0.155292699999997
"645",166,0.269854700000003
"646",101,0.267537900000008
"647",166,0.0183866999999971
"648",166,0.0855833000000032
"649",101,0.267537900000008
"650",101,0.267537900000008
"651",34,0.025306300000004
"652",101,0.235735300000002
"653",166,0.269854700000003
"654",166,0.0183866999999971
"655",34,0.025306300000004
"656",165,0.0658612000000076
"657",166,0.0567947000000011
"658",104,0.340932500000001
"659",166,0.251764700000006
"660",167,0.0665359000000052
"661",166,0.269854700000003
"662",6,0.194025699999997
"663",118,0.103001599999999
"664",32,0.0207118999999949
"665",166,0.125653700000001
"666",167,0.295136100000001
"667",167,0.0570859000000041
"668",91,0.0518346999999935
"669",166,0.0183866999999971
"670",101,0.235098900000004
"671",6,0.155292699999997
"672",100,0.250063100000002
"673",165,0.0702082000000033
"674",166,0.100792700000003
"675",166,0.277875700000003
"676",102,0.010848799999998
"677",102,0.0204044000000039
"678",165,0.0658612000000076
"679",32,0.270222899999997
"680",6,0.155292699999997
"681",101,0.265002899999999
"682",99,0.0665973000000015
"683",167,0.0570859000000041
"684",167,0.0570859000000041
"685",32,0.270222899999997
"686",165,0.0658612000000076
"687",166,0.100792700000003
"688",100,0.0974290999999958
"689",101,0.265002899999999
"690",6,0.155292699999997
"691",34,0.025306300000004
"692",166,0.0567947000000011
"693",134,0.019023599999997
"694",100,0.160001099999999
"695",166,0.0183866999999971
"696",165,0.0658612000000076
"697",6,0.155292699999997
"698",101,0.0942647000000036
"699",101,0.265002899999999
"700",166,0.0587337000000083
"701",107,0.0888467000000013
"702",134,0.019023599999997
"703",167,0.0570859000000041
"704",103,0.0392379000000034
"705",165,0.0658612000000076
"706",165,0.0658612000000076
"707",6,0.155292699999997
"708",101,0.402402299999999
"709",167,0.0570859000000041
"710",166,0.358826700000002
"711",167,0.0570859000000041
"712",100,0.0974290999999958
"713",166,0.251764700000006
"714",107,0.0148887000000002
"715",165,0.0658612000000076
"716",166,0.100792700000003
"717",166,0.0183866999999971
"718",167,0.0570859000000041
"719",6,0.155292699999997
"720",34,0.025306300000004
"721",166,0.100792700000003
"722",32,0.0927228999999983
"723",32,0.270222899999997
"724",166,0.100792700000003
"725",166,0.100792700000003
"726",166,0.100792700000003
"727",102,0.0204044000000039
"728",32,0.0207118999999949
"729",166,0.227967700000004
"730",165,0.0235837999999937
"731",165,0.0235837999999937
"732",6,0.0330399000000057
"733",167,0.0908469000000025
"734",167,0.0570859000000041
"735",102,0.0204044000000039
"736",165,0.0658612000000076
"737",167,0.0570859000000041
"738",165,0.0658612000000076
"739",33,0.066867399999996
"740",166,0.251764700000006
"741",166,0.0567947000000011
"742",167,0.0570859000000041
"743",99,0.0665973000000015
"744",132,0.249882700000001
"745",32,0.270222899999997
"746",167,0.0570859000000041
"747",166,0.100792700000003
"748",102,0.0204044000000039
"749",166,0.100792700000003
"750",166,0.0567947000000011
"751",166,0.0567947000000011
"752",166,0.0567947000000011
"753",100,0.100698099999995
"754",6,0.155292699999997
"755",6,0.155292699999997
"756",166,0.358826700000002
"757",166,0.358826700000002
"758",91,0.0518346999999935
"759",166,0.0581537000000054
"760",165,0.0658612000000076
"761",166,0.100792700000003
"762",99,0.0665973000000015
"763",166,0.0183866999999971
"764",6,0.155292699999997
"765",165,0.0614217999999944
"766",166,0.0925316999999986
"767",166,0.251764700000006
"768",166,0.100792700000003
"769",134,0.019023599999997
"770",165,0.0614217999999944
"771",166,0.100792700000003
"772",166,0.358826700000002
"773",91,0.0518346999999935
"774",101,0.265002899999999
"775",165,0.0614217999999944
"776",166,0.358826700000002
"777",99,0.0665973000000015
"778",167,0.0570859000000041
"779",166,0.100792700000003
"780",167,0.0570859000000041
"781",33,0.0466073999999992
"782",166,0.100792700000003
"783",75,0.358527499999994
"784",167,0.0570859000000041
"785",6,0.194025699999997
"786",101,0.265002899999999
"787",34,0.025306300000004
"788",165,0.0658612000000076
"789",35,0.0642373000000021
"790",168,0.111324599999996
"791",134,0.0091007999999988
"792",166,0.358826700000002
"793",165,0.0658612000000076
"794",166,0.358826700000002
"795",165,0.0475272000000011
"796",101,0.265002899999999
"797",165,0.0658612000000076
"798",91,0.0518346999999935
"799",34,0.025306300000004
"800",165,0.0658612000000076
"801",167,0.0665359000000052
"802",166,0.0183866999999971
"803",6,0.194025699999997
"804",34,0.025306300000004
"805",166,0.0581537000000054
"806",103,0.0392379000000034
"807",101,0.265002899999999
"808",101,0.265002899999999
"809",165,0.0475272000000011
"810",166,0.0183866999999971
"811",165,0.0807222000000003
"812",166,0.358826700000002
"813",166,0.251764700000006
"814",165,0.0658612000000076
"815",166,0.302875700000005
"816",166,0.358826700000002
"817",102,0.0204044000000039
"818",110,0.166604699999993
"819",6,0.194025699999997
"820",167,0.117266900000004
"821",166,0.0183866999999971
"822",165,0.0658612000000076
"823",34,0.025306300000004
"824",33,0.0359993999999979
"825",6,0.194025699999997
"826",6,0.0330399000000057
"827",167,0.138546900000001
"828",101,0.265002899999999
"829",102,0.0204044000000039
"830",6,0.194025699999997
"831",101,0.2356099
"832",167,0.0570859000000041
"833",166,0.269854700000003
"834",166,0.251764700000006
"835",101,0.265002899999999
"836",165,0.0658612000000076
"837",165,0.0658612000000076
"838",166,0.358826700000002
"839",166,0.358826700000002
"840",165,0.0475272000000011
"841",166,0.358826700000002
"842",166,0.358826700000002
"843",101,0.265002899999999
"844",101,0.265002899999999
"845",167,0.0570859000000041
"846",166,0.358826700000002
"847",6,0.0330399000000057
"848",35,0.0295153000000035
"849",165,0.0658612000000076
"850",167,0.0665359000000052
"851",101,0.235098900000004
"852",166,0.0183866999999971
"853",32,0.0207118999999949
"854",101,0.265002899999999
"855",167,0.0570859000000041
"856",101,0.265002899999999
"857",32,0.0207118999999949
"858",167,0.0570859000000041
"859",35,0.0642373000000021
"860",167,0.0570859000000041
"861",166,0.269854700000003
"862",33,0.066867399999996
"863",167,0.0316439000000059
"864",101,0.265002899999999
"865",167,0.0805500999999964
"866",166,0.125653700000001
"867",167,0.0665359000000052
"868",32,0.0207118999999949
"869",102,0.0204044000000039
"870",166,0.0183866999999971
"871",101,0.265002899999999
"872",102,0.0204044000000039
"873",110,0.222563700000002
"874",167,0.0665359000000052
"875",165,0.0658612000000076
"876",6,0.194025699999997
"877",165,0.0658612000000076
"878",6,0.194025699999997
"879",35,0.0606263000000062
"880",166,0.358826700000002
"881",103,0.0274205000000052
"882",166,0.302875700000005
"883",26,0.0380721999999949
"884",167,0.0560468999999983
"885",165,0.0658612000000076
"886",166,0.358826700000002
"887",165,0.0475272000000011
"888",35,0.0295153000000035
"889",168,0.111324599999996
"890",33,0.066867399999996
"891",33,0.066867399999996
"892",101,0.265002899999999
"893",6,0.194025699999997
"894",101,0.265002899999999
"895",167,0.0570859000000041
"896",165,0.0658612000000076
"897",165,0.0475272000000011
"898",165,0.0658612000000076
"899",34,0.025306300000004
"900",20,0.0505424000000012
"901",166,0.302875700000005
"902",167,0.0665359000000052
"903",166,0.251764700000006
"904",35,0.0295153000000035
"905",33,0.066867399999996
"906",101,0.265002899999999
"907",167,0.0570859000000041
"908",33,0.066867399999996
"909",33,0.066867399999996
"910",32,0.0207118999999949
"911",33,0.066867399999996
"912",33,0.066867399999996
"913",34,0.025306300000004
"914",165,0.0658612000000076
"915",33,0.066867399999996
"916",33,0.0466073999999992
"917",32,0.0207118999999949
"918",33,0.066867399999996
"919",33,0.066867399999996
"920",91,0.0518346999999935
"921",167,0.138546900000001
"922",102,0.0204044000000039
"923",165,0.0658612000000076
"924",166,0.137875700000002
"925",33,0.066867399999996
"926",33,0.0466073999999992
"927",166,0.251764700000006
"928",32,0.0207118999999949
"929",33,0.066867399999996
"930",166,0.362038700000006
"931",33,0.066867399999996
"932",33,0.0359993999999979
"933",33,0.066867399999996
"934",33,0.066867399999996
"935",166,0.342567700000004
"936",166,0.358826700000002
"937",166,0.358826700000002
"938",165,0.0658612000000076
"939",165,0.0658612000000076
"940",166,0.251764700000006
"941",166,0.251764700000006
"942",166,0.251764700000006
"943",166,0.251764700000006
"944",166,0.302875700000005
"945",6,0.0330399000000057
"946",166,0.137875700000002
"947",101,0.265002899999999
"948",167,0.0570859000000041
"949",101,0.265002899999999
"950",166,0.269854700000003
"951",110,0.218557699999998
"952",101,0.265002899999999
"953",35,0.0642373000000021
"954",165,0.0658612000000076
"955",33,0.066867399999996
"956",165,0.0658612000000076
"957",165,0.0658612000000076
"958",166,0.125653700000001
"959",77,0.0176999000000002
"960",102,0.0204044000000039
"961",166,0.358826700000002
"962",165,0.0475272000000011
"963",101,0.265002899999999
"964",165,0.0475272000000011
"965",165,0.0658612000000076
"966",166,0.251764700000006
"967",166,0.358826700000002
"968",167,0.0570859000000041
"969",166,0.376764700000003
"970",166,0.125653700000001
"971",166,0.251764700000006
"972",166,0.251764700000006
"973",102,0.169222400000002
"974",6,0.194025699999997
"975",166,0.0567947000000011
"976",167,0.0665359000000052
"977",166,0.251764700000006
"978",166,0.251764700000006
"979",33,0.0359993999999979
"980",34,0.025306300000004
"981",75,0.358527499999994
"982",6,0.155292699999997
"983",15,0.0472688999999988
"984",166,0.302875700000005
"985",165,0.0475272000000011
"986",165,0.0658612000000076
"987",166,0.269854700000003
"988",166,0.0526356999999997
"989",6,0.0330399000000057
"990",167,0.0316439000000059
"991",6,0.155292699999997
"992",167,0.0570859000000041
"993",110,0.181790700000001
"994",166,0.393888700000005
"995",166,0.251764700000006
"996",166,0.1316457
"997",101,0.265002899999999
"998",101,0.235098900000004
"999",166,0.137875700000002
"1000",166,0.393888700000005
"1001",32,0.270222899999997
"1002",167,0.0570859000000041
"1003",6,0.155292699999997
"1004",167,0.0570859000000041
"1005",99,0.0665973000000015
"1006",165,0.0658612000000076
"1007",165,0.0658612000000076
"1008",103,0.0274205000000052
"1009",166,0.251764700000006
"1010",104,0.326909499999999
"1011",166,0.125653700000001
"1012",101,0.265002899999999
"1013",6,0.155292699999997
"1014",6,0.155292699999997
"1015",165,0.0658612000000076
"1016",165,0.0658612000000076
"1017",167,0.295136100000001
"1018",101,0.265002899999999
"1019",165,0.0658612000000076
"1020",167,0.0243809000000041
"1021",167,0.0570859000000041
"1022",101,0.265002899999999
"1023",6,0.155292699999997
"1024",6,0.155292699999997
"1025",99,0.0665973000000015
"1026",33,0.0466073999999992
"1027",32,0.0207118999999949
"1028",101,0.235098900000004
"1029",101,0.235098900000004
"1030",33,0.0466073999999992
"1031",101,0.235098900000004
"1032",124,0.235409300000001
"1033",166,0.125653700000001
"1034",101,0.265002899999999
