"","nearest_pow","dist_nearest_pow"
"1561",1520,0.00817070000000086
"1562",1663,0.00501079999999376
"1563",1520,0.00817070000000086
"1564",914,0.0025528999999942
"1565",1182,0.004833799999993
"1566",1182,0.004833799999993
"1567",1522,0.00470430000000377
"1568",1868,0.0321485999999993
"1569",1571,0.00688920000000337
"1570",1520,0.00817070000000086
"1571",1520,0.00817070000000086
"1572",1520,0.00817070000000086
"1573",1663,0.00501079999999376
"1574",1663,0.00501079999999376
"1575",1663,0.00501079999999376
"1576",1663,0.00501079999999376
"1577",1520,0.00817070000000086
"1578",1520,0.00817070000000086
"1579",1520,0.00817070000000086
"1580",1571,0.00688920000000337
"1581",1522,0.00470430000000377
"1582",1520,0.00817070000000086
"1583",1522,0.00470430000000377
"1584",931,0.0385998000000001
"1585",1520,0.00408769999999947
"1586",1379,0.0129103000000015
"1587",1379,0.0129103000000015
"1588",1520,0.00817070000000086
"1589",892,0.00146760000000512
"1590",1520,0.00817070000000086
"1591",1182,0.004833799999993
"1592",1379,0.0129103000000015
"1593",941,0.00791530000000407
"1594",1520,0.00817070000000086
"1595",1379,0.0129103000000015
"1596",1663,0.00501079999999376
"1597",1663,0.00501079999999376
"1598",941,0.00791530000000407
"1599",941,0.00791530000000407
"1600",1379,0.00694570000000283
"1601",1520,0.00817070000000086
"1602",941,0.00791530000000407
"1603",1571,0.00688920000000337
"1604",1663,0.00501079999999376
"1605",931,0.0385998000000001
"1606",1571,0.00688920000000337
"1607",892,0.00146760000000512
"1608",1379,0.00694570000000283
"1609",1663,0.00501079999999376
"1610",1663,0.00501079999999376
"1611",1543,0.103322799999997
"1612",1663,0.00501079999999376
"1613",1379,0.00694570000000283
"1614",886,0.00111689999999953
"1615",1518,0.0184102000000053
"1616",1663,0.00501079999999376
"1617",931,0.0385998000000001
"1618",1379,0.0129103000000015
"1619",1520,0.00817070000000086
"1620",931,0.0385998000000001
"1621",1680,0.00574600000000558
"1622",1520,0.00817070000000086
"1623",1379,0.0129103000000015
"1624",1520,0.00817070000000086
"1625",1571,0.00688920000000337
"1626",941,0.00791530000000407
"1627",941,0.00791530000000407
"1628",1663,0.00501079999999376
"1629",1520,0.00817070000000086
"1630",1520,0.00817070000000086
"1631",1571,0.00200660000000141
"1632",874,0.00858080000000072
"1633",931,0.0385998000000001
"1634",941,0.00791530000000407
"1635",841,0.000668199999999786
"1636",874,0.00858080000000072
"1637",1836,0.000530599999997605
"1638",1663,0.00501079999999376
"1639",892,0.00146760000000512
"1640",1364,0.00129219999999108
"1641",1379,0.0129103000000015
"1642",1212,0.00273470000000131
"1643",1364,0.00129219999999108
"1644",1462,0.0475245000000015
"1645",1182,0.004833799999993
"1646",909,0.0285666999999989
"1647",909,0.0285666999999989
"1648",1522,0.00470430000000377
"1649",1571,0.00688920000000337
"1650",380,0.0208524000000025
"1651",935,0.0576418999999966
"1652",1272,0.00262839999999898
"1653",1543,0.103322799999997
"1654",464,0.000999699999997716
"1655",1379,0.0129103000000015
"1656",931,0.0385998000000001
"1657",1522,0.00470430000000377
"1658",1663,0.00501079999999376
"1659",1663,0.00501079999999376
"1660",1663,0.00501079999999376
"1661",1663,0.00501079999999376
"1662",1522,0.00470430000000377
"1663",931,0.0385998000000001
"1664",931,0.0385998000000001
"1665",1663,0.00501079999999376
"1666",361,0.0021450999999999
"1667",1571,0.00688920000000337
"1668",931,0.0385998000000001
"1669",914,0.0025528999999942
"1670",874,0.00858080000000072
